"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/12743","2013-09-05","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, if he will protect his Department's funding of British Sign Language qualifications throughout the time period covered by the 2013 Spending Round.","Biography information for Mr Jim Cunningham","Mr Jim Cunningham","House of Commons Tabled Parliamentary Question 2013/14 167797","167797"
"http://data.parliament.uk/resources/12744","2013-09-05","Department of Health","2013-09-02","To ask the Secretary of State for Health, if any Ministers in his Department attended an event to mark the 65th anniversary of the NHS.","Biography information for Andy Burnham","Andy Burnham","House of Commons Tabled Parliamentary Question 2013/14 167802","167802"
"http://data.parliament.uk/resources/12745","2013-09-04","Department for Work and Pensions","2013-09-02","To ask the Secretary of State for Work and Pensions, what guidance his Department gives to employers regarding automatic enrolment options for pensions.","Biography information for Jim Sheridan","Jim Sheridan","House of Commons Tabled Parliamentary Question 2013/14 167761","167761"
"http://data.parliament.uk/resources/12746","2013-09-04","HM Treasury","2013-09-02","To ask Mr Chancellor of the Exchequer, whether he has set a target for the increase of real wages in the UK.","Biography information for Jim Sheridan","Jim Sheridan","House of Commons Tabled Parliamentary Question 2013/14 167762","167762"
"http://data.parliament.uk/resources/12747","2013-09-05","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, how many students were studying a (a) two year, (b) three year and (c) four year undergraduate degree course at a UK university in each of the last 10 years.","Biography information for Mr John Denham","Mr John Denham","House of Commons Tabled Parliamentary Question 2013/14 167803","167803"
"http://data.parliament.uk/resources/12748","2013-09-04","Department for Environment, Food and Rural Affairs","2013-09-02","To ask the Secretary of State for Environment, Food and Rural Affairs, what assessment he has made of the effectiveness of the Welfare of Racing Greyhounds Regulations 2010 in improving welfare standards for racing greyhounds in the industry.","Biography information for Jim Fitzpatrick","Jim Fitzpatrick","House of Commons Tabled Parliamentary Question 2013/14 167785","167785"
"http://data.parliament.uk/resources/12749","2013-09-04","Department for Environment, Food and Rural Affairs","2013-09-02","To ask the Secretary of State for Environment, Food and Rural Affairs, what plans the Government has to discuss a review of the Welfare of Racing Greyhounds Regulations 2010 with the Greyhound Board of Great Britain; and if he will make a statement.","Biography information for Jim Fitzpatrick","Jim Fitzpatrick","House of Commons Tabled Parliamentary Question 2013/14 167786","167786"
"http://data.parliament.uk/resources/12750","2013-09-05","Department for Work and Pensions","2013-09-02","To ask the Secretary of State for Work and Pensions, which components of the universal credit IT system are being implemented using (a) agile and (b) waterfall software development techniques.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2013/14 167817","167817"
"http://data.parliament.uk/resources/12751","2013-09-05","Department for Communities and Local Government","2013-09-02","To ask the Secretary of State for Communities and Local Government, for what proportion of prime contractors his Department paid their sub-contractors within 30 days in each of the last 24 months.","Biography information for Hilary Benn","Hilary Benn","House of Commons Tabled Parliamentary Question 2013/14 167828","167828"
"http://data.parliament.uk/resources/12752","2013-09-04","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, how many officials of his Department are working on the delivery of the Growth Accelerator programme; and at which office are they based.","Biography information for Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2013/14 167806","167806"
"http://data.parliament.uk/resources/12753","2013-09-05","Department for Work and Pensions","2013-09-02","To ask the Secretary of State for Work and Pensions, on what dates meetings of the (a) Universal Credit Programme Board and (b) Universal Credit Service Design Steering group have been held.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2013/14 167818","167818"
"http://data.parliament.uk/resources/12754","2013-09-05","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, whether the further education capital fund will be restricted to use by further education colleges when that fund is transferred to control by local enterprise partnerships from 2015-16.","Biography information for Dan Jarvis","Dan Jarvis","House of Commons Tabled Parliamentary Question 2013/14 167829","167829"
"http://data.parliament.uk/resources/12755","2013-09-05","Department for Work and Pensions","2013-09-02","To ask the Secretary of State for Work and Pensions, how much his Department plans to spend on the proposed Health and Work Assessment Advisory Service in each of the next three years.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2013/14 167819","167819"
"http://data.parliament.uk/resources/12756","2013-09-05","Department for Work and Pensions","2013-09-02","To ask the Secretary of State for Work and Pensions, when he plans to proceed with tendering for the Health and Work Assessment Advisory Service.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2013/14 167820","167820"
"http://data.parliament.uk/resources/12757","2013-09-04","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, how many winning bidders under (a) round one and (b) round two of the Regional Growth Funds have not yet received a final agreed offer; and what the monetary value of each bid is.","Biography information for Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2013/14 167807","167807"
"http://data.parliament.uk/resources/12758","2013-09-05","Foreign and Commonwealth Office","2013-09-02","To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent assessment he has made of the policy of the Spanish government towards Gibraltarians.","Biography information for Mr Jim Cunningham","Mr Jim Cunningham","House of Commons Tabled Parliamentary Question 2013/14 167830","167830"
"http://data.parliament.uk/resources/12759","2013-09-05","Department for Work and Pensions","2013-09-02","To ask the Secretary of State for Work and Pensions, under what circumstances a young person engaged on a traineeship is (a) permitted to claim and (b) precluded from claiming jobseeker's allowance; and if he will make a statement.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2013/14 167821","167821"
"http://data.parliament.uk/resources/12760","2013-09-04","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, on what date his Department's investigation into zero hours contracts began its work.","Biography information for Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2013/14 167808","167808"
"http://data.parliament.uk/resources/12761","2013-09-05","Department for Communities and Local Government","2013-09-02","To ask the Secretary of State for Communities and Local Government, what the cost to his Department of trade union subscription check-off arrangements was in the last 12 months.","Biography information for Hilary Benn","Hilary Benn","House of Commons Tabled Parliamentary Question 2013/14 167822","167822"
"http://data.parliament.uk/resources/12762","2013-09-04","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, at what level of approval the final decision to grant an export licence of sodium fluoride and potassium fluoride to Syria in January 2012 was made.","Biography information for Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2013/14 167809","167809"
"http://data.parliament.uk/resources/12763","2013-09-05","HM Treasury","2013-09-02","To ask Mr Chancellor of the Exchequer, if he will take steps to ensure that (a) credit card companies and (b) other financial organisations comply with the rulings and requests of (i) the Financial Ombudsman, (ii) the Office of Fair Trading and (iii) other regulatory bodies when they are representing consumers' complaints.","Biography information for Dan Jarvis","Dan Jarvis","House of Commons Tabled Parliamentary Question 2013/14 167831","167831"
"http://data.parliament.uk/resources/12764","2013-09-04","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, what volumes of (a) sodium fluoride and (b) potassium fluoride were authorised for export to Syria on 17 and 18 January 2012.","Biography information for Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2013/14 167810","167810"
"http://data.parliament.uk/resources/12765","2013-09-05","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, on how many occasions export licences for (a) sodium fluoride and (b) potassium fluoride have been granted for export to Syria in each of the last 10 years; who the customer was; what the intended use of the chemicals was; and how much was exported under each such licence.","Biography information for Angus Robertson","Angus Robertson","House of Commons Tabled Parliamentary Question 2013/14 167823","167823"
"http://data.parliament.uk/resources/12766","2013-09-04","Ministry of Defence","2013-09-02","To ask the Secretary of State for Defence, what assets and how many personnel took part in Exercise Brilliant Arrow 2013; and what the cost to the public purse was of this exercise.","Biography information for Angus Robertson","Angus Robertson","House of Commons Tabled Parliamentary Question 2013/14 167811","167811"
"http://data.parliament.uk/resources/12767","2013-09-05","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, what advice (a) he and (b) officials in his Department have received from (i) the Foreign and Commonwealth Office, (ii) the Ministry of Defence and (iii) other government agencies on the potential for strategic exports from the UK being used for internal repression in Syria since 2011.","Biography information for Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2013/14 167824","167824"
"http://data.parliament.uk/resources/12768","2013-09-04","Ministry of Defence","2013-09-02","To ask the Secretary of State for Defence, what assets and how many personnel will take part in Exercise Steadfast Jazz 2013; and what estimate he has made of the cost to the public purse of this exercise.","Biography information for Angus Robertson","Angus Robertson","House of Commons Tabled Parliamentary Question 2013/14 167812","167812"
"http://data.parliament.uk/resources/12769","2013-09-04","Department for Education","2013-09-02","To ask the Secretary of State for Education, how many serious case reviews relating to the safeguarding of children and young people there have been in each of the last five years; and what estimate he has made of the cost of such reviews in each such year.","Biography information for Sir Graham Brady","Mr Graham Brady","House of Commons Tabled Parliamentary Question 2013/14 167813","167813"
"http://data.parliament.uk/resources/12770","2013-09-05","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, what information (a) he and (b) officials in his Department requested from other departments and agencies when deliberating on the annual licences for the export of dual-use chemicals to Syria which were granted on 17 and 18 January 2012.","Biography information for Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2013/14 167825","167825"
"http://data.parliament.uk/resources/12771","2013-09-04","Women and Equalities","2013-09-02","To ask the Minister for Women and Equalities, what recent discussions she has had with representatives of managers on the contribution of women returning to the workplace after pregnancy.","Biography information for John Robertson","John Robertson","House of Commons Tabled Parliamentary Question 2013/14 167814","167814"
"http://data.parliament.uk/resources/12772","2013-09-05","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, what discussions (a) he and (b) officials in his Department had with officials of EU institutions on the substances (i) sodium fluoride and (ii) potassium fluoride (A) before 17 and 18 January 2012 and (B) between 19 January 2012 and 17 June 2012.","Biography information for Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2013/14 167826","167826"
"http://data.parliament.uk/resources/12773","2013-09-05","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, on what date (a) he and (b) officials in his Department were informed that no chemicals were exported under the export licences issued on 17 and 18 January 2012.","Biography information for Chuka Umunna","Mr Chuka Umunna","House of Commons Tabled Parliamentary Question 2013/14 167827","167827"
"http://data.parliament.uk/resources/12774","2013-09-04","Women and Equalities","2013-09-02","To ask the Minister for Women and Equalities, what research she has (a) commissioned and (b) evaluated on the comparative ability of (a) women who have given birth to a child and (b) men to progress in their career.","Biography information for John Robertson","John Robertson","House of Commons Tabled Parliamentary Question 2013/14 167815","167815"
"http://data.parliament.uk/resources/12775","2013-09-04","Foreign and Commonwealth Office","2013-09-02","To ask the Secretary of State for Foreign and Commonwealth Affairs, what discussions his Department has had with the government of Burundi on (a) the recent enactment of a press law in that country and (b) the restriction the provisions of that law impose on the freedom of the media.","Biography information for Jeremy Lefroy","Jeremy Lefroy","House of Commons Tabled Parliamentary Question 2013/14 167816","167816"
"http://data.parliament.uk/resources/12776","2013-09-04","Department of Health","2013-09-02","To ask the Secretary of State for Health, what assessment he has made of the proportion of those younger than 65 with mental health problems who receive adequate care.","Biography information for Sir David Amess","Mr David Amess","House of Commons Tabled Parliamentary Question 2013/14 167832","167832"
"http://data.parliament.uk/resources/12777","2013-09-05","Ministry of Defence","2013-09-02","To ask the Secretary of State for Defence, if he will make a statement on changes in parachute training for members of the Parachute Regiment and (a) the discontinuation of annual refresher jumps for qualified parachutists and the potential effect this will have on combat-readiness, (b) the promotion of new annual intakes of recruits who (i) will and (ii) will not receive parachute training and the potential effect this will have on combat-readiness and (c) the military rationale for these changes.","Biography information for Dr Julian Lewis","Dr Julian Lewis","House of Commons Tabled Parliamentary Question 2013/14 167833","167833"
"http://data.parliament.uk/resources/12778","2013-09-05","Ministry of Defence","2013-09-02","To ask the Secretary of State for Defence, whether Hercules transport aircraft will be kept in service to meet the needs of forces designed for special operations; and if he will make a statement.","Biography information for Dr Julian Lewis","Dr Julian Lewis","House of Commons Tabled Parliamentary Question 2013/14 167834","167834"
"http://data.parliament.uk/resources/12779","2013-09-05","Ministry of Defence","2013-09-02","To ask the Secretary of State for Defence, for what reason the defence journalist and military historian Sir Max Hastings has been refused, by Ministers, requests made for him to be briefed by serving uniformed Ministry of Defence personnel; whether this decision is part of a wider policy of not giving permission for such briefings to be given extends to (a) all journalists or (b) only particular journalists; whether the policy also applies to briefing by his Department's staff to hon. Members; and if he will make a statement.","Biography information for Dr Julian Lewis","Dr Julian Lewis","House of Commons Tabled Parliamentary Question 2013/14 167835","167835"
"http://data.parliament.uk/resources/12780","2013-09-05","Cabinet Office","2013-09-02","To ask the Minister for the Cabinet Office, What steps she is taking to increase the representation of women on the boards of public bodies.","Biography information for Michael Fabricant","Michael Fabricant","House of Commons Tabled Parliamentary Question 2013/14 900145","900145"
"http://data.parliament.uk/resources/12781","2013-09-05","Department for Education","2013-09-02","To ask the Secretary of State for Education, What assessment she has made of the findings of the Third Report from the Education Committee, school sport following London 2012, HC 164, and the effect of decisions in this area on the 14-25 programme.","Biography information for Karl Turner","Karl Turner","House of Commons Tabled Parliamentary Question 2013/14 900126","900126"
"http://data.parliament.uk/resources/12782","2013-09-05","Foreign and Commonwealth Office","2013-09-02","To ask the Secretary of State for Foreign and Commonwealth Affairs, what assessment he has made of the effect on the revised Israeli-Palestinian dialogue of the growing insurgency in the Sinai peninsula and increased restrictions on the Egyptian border with the Gaza Strip.","Biography information for Mr Philip Hollobone","Mr Philip Hollobone","House of Commons Tabled Parliamentary Question 2013/14 167722","167722"
"http://data.parliament.uk/resources/12783","2013-09-04","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, if she will commission a review of rural post offices in Northern Ireland.","Biography information for Ian Paisley","Ian Paisley","House of Commons Tabled Parliamentary Question 2013/14 167726","167726"
"http://data.parliament.uk/resources/12784","2013-09-04","HM Treasury","2013-09-02","To ask Mr Chancellor of the Exchequer, what steps she is taking to address the increased cost of fuel in Northern Ireland.","Biography information for Ian Paisley","Ian Paisley","House of Commons Tabled Parliamentary Question 2013/14 167727","167727"
"http://data.parliament.uk/resources/12785","2013-09-04","Department of Health","2013-09-02","To ask the Secretary of State for Health, when the most recent data from the Sentinel Stroke National Audit Programme regarding the number of patients admitted to hospital with a stroke who have a diagnosis of atrial fibrillation and are anticoagulated will be published.","Biography information for Crispin Blunt","Mr Crispin Blunt","House of Commons Tabled Parliamentary Question 2013/14 167736","167736"
"http://data.parliament.uk/resources/12786","2013-09-04","Department for Environment, Food and Rural Affairs","2013-09-02","To ask the Secretary of State for Environment, Food and Rural Affairs, what arrangements the Prime Minister has put in place for the mainstreaming of sustainable development in all Government departments.","Biography information for Hilary Benn","Hilary Benn","House of Commons Tabled Parliamentary Question 2013/14 167733","167733"
"http://data.parliament.uk/resources/12787","2013-09-05","Cabinet Office","2013-09-02","To ask the Minister for the Cabinet Office, how many deaths in Birmingham were attributed to alcohol in (a) 2010, (b) 2011 and (c) 2012.","Biography information for Richard Burden","Richard Burden","House of Commons Tabled Parliamentary Question 2013/14 167743","167743"
"http://data.parliament.uk/resources/12788","2013-09-05","Department for Communities and Local Government","2013-09-02","To ask the Secretary of State for Communities and Local Government, with reference to the Answer of 15 October 2012, Official Report, columns 24-6W, on procurement, what expenditure on procurement his Department has contracted to (a) small, (b) medium-sized and (c) large businesses in each month since August 2012.","Biography information for Hilary Benn","Hilary Benn","House of Commons Tabled Parliamentary Question 2013/14 167744","167744"
"http://data.parliament.uk/resources/12789","2013-09-05","Department for Transport","2013-09-02","To ask the Secretary of State for Transport, what estimate he has made of the energy capacity required to power (a) Phase 1 and (b) Phase 2 of High Speed 2 when it operates at full capacity.","Biography information for Dame Cheryl Gillan","Mrs Cheryl Gillan","House of Commons Tabled Parliamentary Question 2013/14 167787","167787"
"http://data.parliament.uk/resources/12790","2013-09-05","Department for Transport","2013-09-02","To ask the Secretary of State for Transport, what estimate he has made of the carbon footprint of High Speed 2 (a) during the building phase and (b) when fully operational; and if he will place a copy of such estimates in the Library.","Biography information for Dame Cheryl Gillan","Mrs Cheryl Gillan","House of Commons Tabled Parliamentary Question 2013/14 167788","167788"
"http://data.parliament.uk/resources/12791","2013-09-04","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, what steps he is taking to keep the minimum wage in line with inflation.","Biography information for Jim Sheridan","Jim Sheridan","House of Commons Tabled Parliamentary Question 2013/14 167766","167766"
"http://data.parliament.uk/resources/12792","2013-09-04","Attorney General","2013-09-02","To ask the Attorney General, what assessment he has made of the implications for his policies on assisted suicide of the Court of Appeal's judgment in July 2013 on the case brought by Paul Lamb and the family of the late Tony Nicklinson.","Biography information for Zac Goldsmith","Zac Goldsmith","House of Commons Tabled Parliamentary Question 2013/14 167771","167771"
"http://data.parliament.uk/resources/12793","2013-09-04","Department for Communities and Local Government","2013-09-02","To ask the Secretary of State for Communities and Local Government, what impact assessment his Department has produced on measures in the draft Deregulation Bill reducing the waiting period for right to buy.","Biography information for Mrs Emma Lewell-Buck","Mrs Emma Lewell-Buck","House of Commons Tabled Parliamentary Question 2013/14 167784","167784"
"http://data.parliament.uk/resources/12939","2013-09-05","Department for Culture Media and Sport","2013-09-02","To ask the Secretary of State for Culture, Media and Sport, What steps she is taking to ensure a suitable commemoration of the First World War.","Biography information for Stephen Metcalfe","Stephen Metcalfe","House of Commons Tabled Parliamentary Question 2013/14 900121","900121"
"http://data.parliament.uk/resources/12940","2013-09-05","Department for Culture Media and Sport","2013-09-02","To ask the Secretary of State for Culture, Media and Sport, When she expects the decision to be made on the UK's City of Culture in 2017.","Biography information for Sir David Amess","Mr David Amess","House of Commons Tabled Parliamentary Question 2013/14 900119","900119"
"http://data.parliament.uk/resources/12941","2013-09-05","Department for Culture Media and Sport","2013-09-02","To ask the Secretary of State for Culture, Media and Sport, What steps she is taking to ensure a suitable commemoration of the First World War.","Biography information for Karl McCartney","Karl McCartney","House of Commons Tabled Parliamentary Question 2013/14 900127","900127"
"http://data.parliament.uk/resources/12943","2013-09-10","Department for Transport","2013-09-02","To ask the Secretary of State for Transport, what information his Department holds on which EU member states which have not yet done so intend to adopt the 1998 EU Convention on Driving Disqualifications.","Biography information for Mr Jacob Rees-Mogg","Jacob Rees-Mogg","House of Commons Tabled Parliamentary Question 2013/14 167748","167748"
"http://data.parliament.uk/resources/12944","2013-09-05","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, what consideration he has given to strengthening the powers of oversight and regulation of trading standards over phoenix companies.","Biography information for John Woodcock","John Woodcock","House of Commons Tabled Parliamentary Question 2013/14 167804","167804"
"http://data.parliament.uk/resources/12945","2013-09-05","Department for Business, Innovation and Skills","2013-09-02","To ask the Secretary of State for Business, Innovation and Skills, what recent discussions he has had on strengthening consumer protection for individuals in dispute over possible breaches of contract with the predecessors of phoenix companies; and if he will make a statement.","Biography information for John Woodcock","John Woodcock","House of Commons Tabled Parliamentary Question 2013/14 167805","167805"
"http://data.parliament.uk/resources/13124","2013-09-05","Women and Equalities","2013-09-02","To ask the Minister for Women and Equalities, What assessment she has made of the cumulative effect of Government policies on new mothers since May 2010.","Biography information for Alex Cunningham","Alex Cunningham","House of Commons Tabled Parliamentary Question 2013/14 900141","900141"
"http://data.parliament.uk/resources/14688","2013-09-05","Women and Equalities","2013-09-02","To ask the Minister for Women and Equalities, if she will discuss with (a) the Department for Culture, Media and Sport and (b) the Ministry of Justice the proportion of those prosecuted for television licence non-payment who are women.","Biography information for Mr Philip Hollobone","Mr Philip Hollobone","House of Commons Tabled Parliamentary Question 2013/14 167716","167716"
"http://data.parliament.uk/resources/12610","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to the Minister of State for Immigration, dated 5 July 2013, from the right hon. Member for Manchester, Gorton with regards to Khwima Msiska.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167664","167664"
"http://data.parliament.uk/resources/12611","2013-09-03","Department for Work and Pensions","2013-08-30","To ask the Secretary of State for Work and Pensions, when he intends to reply to the letter to him, dated 28 May 2013, from the right hon. Member for Manchester, Gorton with regards to Ms M. Gallagher.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167676","167676"
"http://data.parliament.uk/resources/12612","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to the Minister for Immigration, dated 22 July 2013, from the right hon. Member for Manchester, Gorton with regards to Dr M. Kiche.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167677","167677"
"http://data.parliament.uk/resources/12613","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to her, dated 22 July 2013, from the right hon. Member for Manchester, Gorton with regards to Mr O. T. Atoola.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167678","167678"
"http://data.parliament.uk/resources/12614","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to her, dated 22 July 2013, from the right hon. Member for Manchester, Gorton with regards to Mr G. A. Rubbani.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167679","167679"
"http://data.parliament.uk/resources/12615","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to her, dated 22 July 2013, from the right hon. Member for Manchester, Gorton with regards to Mr Muzammal Iqbal.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167680","167680"
"http://data.parliament.uk/resources/12616","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to her, dated 22 July 2013, from the right hon. Member for Manchester, Gorton with regards to Mr Ifran Gondal.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167681","167681"
"http://data.parliament.uk/resources/12617","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to her, dated 22 July 2013, from the right hon. Member for Manchester, Gorton with regards to Miss Symone McCarthy.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167682","167682"
"http://data.parliament.uk/resources/12618","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to her, dated 19 July 2013, from the right hon. Member for Manchester, Gorton with regards to Ms Yasmin Begum.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167683","167683"
"http://data.parliament.uk/resources/12619","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to the Minister for Immigration dated 15 July 2013 from the right hon. Member for Manchester, Gorton with regard to Mrs B Aguma.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167685","167685"
"http://data.parliament.uk/resources/12620","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to her dated 15 July 2013 from the right hon. Member for Manchester, Gorton with regard to Chavon O'Brien Campbell.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167686","167686"
"http://data.parliament.uk/resources/12621","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to the Minister of State for Immigration, dated 25 June 2013, from the right hon. Member for Manchester, Gorton with regards to Mr M. Ali.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167684","167684"
"http://data.parliament.uk/resources/12622","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to her dated 15 July 2013 from the right hon. Member for Manchester, Gorton with regard to Ms B Jacob.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167687","167687"
"http://data.parliament.uk/resources/12623","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to the Minister for Immigration dated 15 July 2013 from the right hon. Member for Manchester, Gorton with regard to Mr A V Rehman.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167688","167688"
"http://data.parliament.uk/resources/12624","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to her dated 15 July 2013 from the right hon. Member for Manchester, Gorton with regard to Olajida Olamuyiwa Olasegha.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167689","167689"
"http://data.parliament.uk/resources/12625","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to her dated 15 July 2013 from the right hon. Member for Manchester, Gorton with regard to Mr D O Ogunmulele.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167690","167690"
"http://data.parliament.uk/resources/12626","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to her dated 15 July 2013 from the right hon. Member for Manchester, Gorton with regard to Mrs Bushra Aslam and Miss Hamsa Fatima.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167691","167691"
"http://data.parliament.uk/resources/12627","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to her dated 15 July 2013 from the right hon. Member for Manchester, Gorton with regard to Miss Oluwakemi Ruth Osikota.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167692","167692"
"http://data.parliament.uk/resources/12628","2013-09-03","Home Office","2013-08-30","To ask the Secretary of State for the Home Department, when she intends to reply to the letter to her dated 15 July 2013 from the right hon. Member for Manchester, Gorton with regard to Mr M Latif.","Biography information for Sir Gerald Kaufman","Sir Gerald Kaufman","House of Commons Tabled Parliamentary Question 2013/14 167693","167693"
"http://data.parliament.uk/resources/12629","2013-09-03","Department for Transport","2013-08-30","To ask the Secretary of State for Transport, for what reasons on 29 August 2013 there were 50 mph speed limits southbound on the M11 south of the crash north and south of Stansted Airport; for what distance such restrictions were in place; for how long such restrictions were in place; and if he will make a statement.","Biography information for Sir Peter Bottomley","Sir Peter Bottomley","House of Commons Tabled Parliamentary Question 2013/14 167694","167694"
"http://data.parliament.uk/resources/12630","2013-09-04","Cabinet Office","2013-08-30","To ask the Minister for the Cabinet Office, with reference to the Answer of 4 March 2013, Official Report, column 821W, on Social Incubator Fund, what are the defined plans to reach outside London of the listed recipients of the Social Incubator Fund.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2013/14 167702","167702"
"http://data.parliament.uk/resources/12631","2013-09-03","HM Treasury","2013-08-30","To ask Mr Chancellor of the Exchequer, what assessment his Department has made of and what representations he has received on the effects of retrospective legislation and Section 58(4) of the Finance Act 2008 on the stability and predictability of the UK tax system.","Biography information for Graeme Morrice","Graeme Morrice","House of Commons Tabled Parliamentary Question 2013/14 167695","167695"
